timestamp,value,rolling_mean,rolling_std,diff_1,diff_2,lag_1,lag_2,lag_3,lag_24,percentile_25,percentile_75,iqr
2014-07-02 14:30:00,18593,18161.6,945.4815175348472,47.0,579.0,18546.0,19078.0,18667.0,3634.0,6211.5,19015.0,12803.5
2014-07-02 15:00:00,17967,17272.8,1675.56608344762,-626.0,-673.0,18593.0,18546.0,19078.0,2993.0,10005.5,19015.0,9009.5
2014-07-02 15:30:00,16624,16341.2,2044.9038363698173,-1343.0,-717.0,17967.0,18593.0,18546.0,2535.0,13066.25,19015.0,5948.75
2014-07-02 16:00:00,14634,16108.6,1772.7729126991976,-1990.0,-647.0,16624.0,17967.0,18593.0,2570.0,14407.75,19015.0,4607.25
2014-07-02 16:30:00,13888,16899.0,3152.551823523286,-746.0,1244.0,14634.0,16624.0,17967.0,2485.0,14447.5,19015.0,4567.5
2014-07-02 17:00:00,17430,18300.8,4335.903792751864,3542.0,4288.0,13888.0,14634.0,16624.0,2868.0,16126.5,19015.0,2888.5
2014-07-02 17:30:00,21919,20276.4,4494.9653280086595,4489.0,947.0,17430.0,13888.0,14634.0,4482.0,16681.0,19092.0,2411.0
2014-07-02 18:00:00,23633,22476.2,3044.2253037513483,1714.0,-2775.0,21919.0,17430.0,13888.0,6788.0,17024.75,19139.5,2114.75
2014-07-02 18:30:00,24512,24364.6,1809.5497506285894,879.0,-835.0,23633.0,21919.0,17430.0,11078.0,17266.5,19181.75,1915.25
2014-07-02 19:00:00,24887,24382.6,1779.3364774544443,375.0,-504.0,24512.0,23633.0,21919.0,13729.0,17400.25,19319.75,1919.5
2014-07-02 19:30:00,26872,23307.8,3310.0133987644203,1985.0,1610.0,24887.0,24512.0,23633.0,16700.0,17785.5,19614.75,1829.25
2014-07-02 20:00:00,22009,22574.2,3382.089694257086,-4863.0,-6848.0,26872.0,24887.0,24512.0,19156.0,17785.5,20444.5,2659.0
2014-07-02 20:30:00,18259,22112.0,3135.958306483042,-3750.0,1113.0,22009.0,26872.0,24887.0,19953.0,17785.5,20106.25,2320.75
2014-07-02 21:00:00,20844,21217.8,1786.3993674427875,2585.0,6335.0,18259.0,22009.0,26872.0,19502.0,17785.5,21112.75,3327.25
2014-07-02 21:30:00,22576,20627.2,1940.8909552058794,1732.0,-853.0,20844.0,18259.0,22009.0,18994.0,17785.5,21941.5,4156.0
2014-07-02 22:00:00,22401,20479.0,2180.433901772762,-175.0,-1907.0,22576.0,20844.0,18259.0,17311.0,17951.25,22107.0,4155.75
2014-07-02 22:30:00,19056,19371.6,3142.5249879674766,-3345.0,-3170.0,22401.0,22576.0,20844.0,17904.0,18186.0,22107.0,3921.0
2014-07-02 23:00:00,17518,17385.6,3699.5401470993643,-1538.0,1807.0,19056.0,22401.0,22576.0,17133.0,18186.0,22107.0,3921.0
2014-07-02 23:30:00,15307,15017.8,3468.475342279368,-2211.0,-673.0,17518.0,19056.0,22401.0,18589.0,17854.75,22107.0,4252.25
2014-07-03 00:00:00,12646,12889.8,3631.6686522864356,-2661.0,-450.0,15307.0,17518.0,19056.0,19134.0,17496.0,22107.0,4611.0
2014-07-03 00:30:00,10562,10805.8,3285.0228614120747,-2084.0,577.0,12646.0,15307.0,17518.0,19259.0,17228.5,22107.0,4878.5
2014-07-03 01:00:00,8416,8909.6,2726.0426995922085,-2146.0,-62.0,10562.0,12646.0,15307.0,18667.0,16294.75,22107.0,5812.25
2014-07-03 01:30:00,7098,7257.0,2376.932056243925,-1318.0,828.0,8416.0,10562.0,12646.0,19078.0,15138.75,22107.0,6968.25
2014-07-03 02:00:00,5826,5798.6,2057.77277657179,-1272.0,46.0,7098.0,8416.0,10562.0,18546.0,14447.5,22107.0,7659.5
2014-07-03 02:30:00,4383,4705.0,1748.7887236598865,-1443.0,-171.0,5826.0,7098.0,8416.0,18593.0,13577.5,22107.0,8529.5
2014-07-03 03:00:00,3270,3914.6,1205.5516579557986,-1113.0,330.0,4383.0,5826.0,7098.0,17967.0,12125.0,22107.0,9982.0
2014-07-03 03:30:00,2948,3364.8,580.9782267864906,-322.0,791.0,3270.0,4383.0,5826.0,16624.0,10025.5,22107.0,12081.5
2014-07-03 04:00:00,3146,3088.2,126.44445420806287,198.0,520.0,2948.0,3270.0,4383.0,14634.0,8086.5,22107.0,14020.5
2014-07-03 04:30:00,3077,3352.6,696.9180726598895,-69.0,-267.0,3146.0,2948.0,3270.0,13888.0,6780.0,22107.0,15327.0
2014-07-03 05:00:00,3000,4060.2,1507.7951452369036,-77.0,-8.0,3077.0,3146.0,2948.0,17430.0,5465.25,22107.0,16641.75
2014-07-03 05:30:00,4592,5453.6,2965.9144121164345,1592.0,1669.0,3000.0,3077.0,3146.0,21919.0,4539.75,22107.0,17567.25
2014-07-03 06:00:00,6486,7286.2,3834.106049654857,1894.0,302.0,4592.0,3000.0,3077.0,23633.0,4539.75,21135.25,16595.5
2014-07-03 06:30:00,10113,9601.0,4085.0489593149277,3627.0,1733.0,6486.0,4592.0,3000.0,24512.0,4539.75,19503.0,14963.25
2014-07-03 07:00:00,12240,12038.2,3983.403971479666,2127.0,-1500.0,10113.0,6486.0,4592.0,24887.0,4539.75,18458.25,13918.5
2014-07-03 07:30:00,14574,14523.0,3499.7708496414407,2334.0,207.0,12240.0,10113.0,6486.0,26872.0,4539.75,17703.25,13163.5
2014-07-03 08:00:00,16778,16170.4,2766.8474479088964,2204.0,-130.0,14574.0,12240.0,10113.0,22009.0,4539.75,16963.0,12423.25
2014-07-03 08:30:00,18910,17166.0,1681.8965485427375,2132.0,-72.0,16778.0,14574.0,12240.0,18259.0,4539.75,16963.0,12423.25
2014-07-03 09:00:00,18350,17470.6,1148.4223090831927,-560.0,-2692.0,18910.0,16778.0,14574.0,20844.0,4539.75,16963.0,12423.25
2014-07-03 09:30:00,17218,17396.8,1214.0390026683542,-1132.0,-572.0,18350.0,18910.0,16778.0,22576.0,4539.75,16888.0,12348.25
2014-07-03 10:00:00,16097,16793.4,1005.8261778259564,-1121.0,11.0,17218.0,18350.0,18910.0,22401.0,4539.75,16267.25,11727.5
2014-07-03 10:30:00,16409,16479.0,531.446610676908,312.0,1433.0,16097.0,17218.0,18350.0,19056.0,4539.75,16175.0,11635.25
2014-07-03 11:00:00,15893,16556.2,674.4343555899068,-516.0,-828.0,16409.0,16097.0,17218.0,17518.0,4539.75,15944.0,11404.25
2014-07-03 11:30:00,16778,17069.8,1088.1974545090488,885.0,1401.0,15893.0,16409.0,16097.0,15307.0,4539.75,16175.0,11635.25
2014-07-03 12:00:00,17604,17597.0,1304.9668578166932,826.0,-59.0,16778.0,15893.0,16409.0,12646.0,4539.75,16501.25,11961.5
2014-07-03 12:30:00,18665,18270.6,1049.803457795779,1061.0,235.0,17604.0,16778.0,15893.0,10562.0,4539.75,16778.0,12238.25
2014-07-03 13:00:00,19045,18787.6,713.6853648492274,380.0,-681.0,18665.0,17604.0,16778.0,8416.0,4539.75,16888.0,12348.25
2014-07-03 13:30:00,19261,19082.4,267.52345691541785,216.0,-164.0,19045.0,18665.0,17604.0,7098.0,4539.75,17314.5,12774.75
2014-07-03 14:00:00,19363,18988.0,463.28393021987637,102.0,-114.0,19261.0,19045.0,18665.0,5826.0,4539.75,17790.5,13250.75
2014-07-03 14:30:00,19078,18506.0,1143.488959282063,-285.0,-387.0,19363.0,19261.0,19045.0,4383.0,6012.5,18428.75,12416.25
2014-07-03 15:00:00,18193,17576.8,1967.4260341878103,-885.0,-600.0,19078.0,19363.0,19261.0,3270.0,9206.25,18428.75,9222.5
2014-07-03 15:30:00,16635,16456.0,2268.6551082083793,-1558.0,-673.0,18193.0,19078.0,19363.0,2948.0,11708.25,18428.75,6720.5
2014-07-03 16:00:00,14615,16042.0,1813.8373686744835,-2020.0,-462.0,16635.0,18193.0,19078.0,3146.0,13990.5,18428.75,4438.25
2014-07-03 16:30:00,13759,16322.4,2278.3717431534246,-856.0,1164.0,14615.0,16635.0,18193.0,3077.0,14370.25,18428.75,4058.5
2014-07-03 17:00:00,17008,17261.0,3213.9296040828235,3249.0,4105.0,13759.0,14615.0,16635.0,3000.0,14604.75,18428.75,3824.0
2014-07-03 17:30:00,19595,18870.2,3554.1677928876647,2587.0,-662.0,17008.0,13759.0,14615.0,4592.0,15573.5,18726.25,3152.75
2014-07-03 18:00:00,21328,22115.4,4880.733377270261,1733.0,-854.0,19595.0,17008.0,13759.0,6486.0,16046.0,18943.75,2897.75
2014-07-03 18:30:00,22661,23014.0,4047.8628929349825,1333.0,-400.0,21328.0,19595.0,17008.0,10113.0,16331.0,19053.25,2722.25
2014-07-03 19:00:00,29985,23631.8,3607.344272453069,7324.0,5991.0,22661.0,21328.0,19595.0,12240.0,16578.5,19123.75,2545.25
2014-07-03 19:30:00,21501,23803.8,3488.5840537387035,-8484.0,-15808.0,29985.0,22661.0,21328.0,14574.0,16742.25,19286.5,2544.25
2014-07-03 20:00:00,22684,23804.2,3488.420373177517,1183.0,9667.0,21501.0,29985.0,22661.0,16778.0,16742.25,19421.0,2678.75
2014-07-03 20:30:00,22188,21721.8,1293.7467681118922,-496.0,-1679.0,22684.0,21501.0,29985.0,18910.0,16742.25,20028.25,3286.0
2014-07-03 21:00:00,22663,20848.8,2442.6055146093413,475.0,971.0,22188.0,22684.0,21501.0,18350.0,16742.25,21371.25,4629.0
2014-07-03 21:30:00,19573,19633.2,2788.8287326402756,-3090.0,-3565.0,22663.0,22188.0,22684.0,17218.0,16742.25,21371.25,4629.0
2014-07-03 22:00:00,17136,18428.8,2708.866866422188,-2437.0,653.0,19573.0,22663.0,22188.0,16097.0,16950.5,21371.25,4420.75
2014-07-03 22:30:00,16606,17100.2,1449.1218720314605,-530.0,1907.0,17136.0,19573.0,22663.0,16409.0,16950.5,21371.25,4420.75
2014-07-03 23:00:00,16166,16303.8,589.808613026264,-440.0,90.0,16606.0,17136.0,19573.0,15893.0,16950.5,21371.25,4420.75
2014-07-03 23:30:00,16020,15755.6,842.5914193723819,-146.0,294.0,16166.0,16606.0,17136.0,16778.0,16914.75,21371.25,4456.5
2014-07-04 00:00:00,15591,14941.4,1514.4567672931323,-429.0,-283.0,16020.0,16166.0,16606.0,17604.0,16627.75,21371.25,4743.5
2014-07-04 00:30:00,14395,13976.4,1998.8388629401732,-1196.0,-767.0,15591.0,16020.0,16166.0,18665.0,16496.0,21371.25,4875.25
2014-07-04 01:00:00,12535,12768.4,2262.742760456867,-1860.0,-664.0,14395.0,15591.0,16020.0,19045.0,16129.5,21371.25,5241.75
2014-07-04 01:30:00,11341,11331.0,2303.819762915485,-1194.0,666.0,12535.0,14395.0,15591.0,19261.0,15912.75,21371.25,5458.5
2014-07-04 02:00:00,9980,9892.0,2153.706224163352,-1361.0,-167.0,11341.0,12535.0,14395.0,19363.0,15347.0,21371.25,6024.25
2014-07-04 02:30:00,8404,8700.6,1965.564753448729,-1576.0,-215.0,9980.0,11341.0,12535.0,19078.0,14560.0,21371.25,6811.25
2014-07-04 03:00:00,7200,7563.8,1679.5830434962015,-1204.0,372.0,8404.0,9980.0,11341.0,18193.0,14236.0,21371.25,7135.25
2014-07-04 03:30:00,6578,6462.6,1494.1244258762265,-622.0,582.0,7200.0,8404.0,9980.0,16635.0,13453.0,21371.25,7918.25
2014-07-04 04:00:00,5657,5473.6,1524.1067219850333,-921.0,-299.0,6578.0,7200.0,8404.0,14615.0,12236.5,21371.25,9134.75
2014-07-04 04:30:00,4474,4688.8,1419.598429134086,-1183.0,-262.0,5657.0,6578.0,7200.0,13759.0,11000.75,21371.25,10370.5
2014-07-04 05:00:00,3459,4092.2,988.5219774997238,-1015.0,168.0,4474.0,5657.0,6578.0,17008.0,9586.0,21371.25,11785.25
2014-07-04 05:30:00,3276,3808.8,519.7044352321464,-183.0,832.0,3459.0,4474.0,5657.0,19595.0,8103.0,21371.25,13268.25
2014-07-04 06:00:00,3595,3879.6,642.5700739996878,319.0,502.0,3276.0,3459.0,4474.0,21328.0,7044.5,20055.0,13010.5
2014-07-04 06:30:00,4240,4173.0,731.3029468010944,645.0,326.0,3595.0,3276.0,3459.0,22661.0,6347.75,17745.25,11397.5
2014-07-04 07:00:00,4828,4550.8,633.4443148375115,588.0,-57.0,4240.0,3595.0,3276.0,29985.0,5449.75,16738.5,11288.75
2014-07-04 07:30:00,4926,4987.0,557.0493694458008,98.0,-490.0,4828.0,4240.0,3595.0,21501.0,4901.5,16276.0,11374.5
2014-07-04 08:00:00,5165,5606.6,1035.7228393735286,239.0,141.0,4926.0,4828.0,4240.0,22684.0,4901.5,16056.5,11155.0
2014-07-04 08:30:00,5776,6208.8,1309.107978739708,611.0,372.0,5165.0,4926.0,4828.0,22188.0,4901.5,15698.25,10796.75
2014-07-04 09:00:00,7338,6948.2,1440.8572795388043,1562.0,951.0,5776.0,5165.0,4926.0,22663.0,4901.5,14694.0,9792.5
2014-07-04 09:30:00,7839,7861.4,1474.6848137822415,501.0,-1061.0,7338.0,5776.0,5165.0,19573.0,4901.5,13000.0,8098.5
2014-07-04 10:00:00,8623,8911.0,1486.9117324172153,784.0,283.0,7839.0,7338.0,5776.0,17136.0,4901.5,11639.5,6738.0
2014-07-04 10:30:00,9731,10089.6,2126.394083889429,1108.0,324.0,8623.0,7839.0,7338.0,16606.0,4901.5,10320.25,5418.75
2014-07-04 11:00:00,11024,11244.4,2166.07589894721,1293.0,185.0,9731.0,8623.0,7839.0,16166.0,4901.5,10241.0,5339.5
2014-07-04 11:30:00,13231,12267.2,1794.3144094611637,2207.0,914.0,11024.0,9731.0,8623.0,16020.0,4901.5,10241.0,5339.5
2014-07-04 12:00:00,13613,13435.8,1624.2492727410913,382.0,-1825.0,13231.0,11024.0,9731.0,15591.0,4901.5,10241.0,5339.5
2014-07-04 12:30:00,13737,14076.2,909.6453704603593,124.0,-258.0,13613.0,13231.0,11024.0,14395.0,4901.5,10241.0,5339.5
2014-07-04 13:00:00,15574,15126.0,2029.686552155274,1837.0,1713.0,13737.0,13613.0,13231.0,12535.0,4901.5,10241.0,5339.5
2014-07-04 13:30:00,14226,16056.4,2220.0473643595906,-1348.0,-3185.0,15574.0,13737.0,13613.0,11341.0,4901.5,10241.0,5339.5
2014-07-04 14:00:00,18480,16624.0,1802.2847999136998,4254.0,5602.0,14226.0,15574.0,13737.0,9980.0,4901.5,11575.75,6674.25
2014-07-04 14:30:00,18265,16792.6,1716.9115585841819,-215.0,-4469.0,18480.0,14226.0,15574.0,8404.0,4901.5,13326.5,8425.0
2014-07-04 15:00:00,16575,16888.0,1543.0998023459033,-1690.0,-1475.0,18265.0,18480.0,14226.0,7200.0,4901.5,13644.0,8742.5
2014-07-04 15:30:00,16417,15885.8,1847.8163328642718,-158.0,1532.0,16575.0,18265.0,18480.0,6578.0,4901.5,13859.25,8957.75
2014-07-04 16:00:00,14703,14653.8,1917.1878363895291,-1714.0,-1556.0,16417.0,16575.0,18265.0,5657.0,4901.5,14345.25,9443.75
2014-07-04 16:30:00,13469,13674.0,1941.563802711609,-1234.0,480.0,14703.0,16417.0,16575.0,4474.0,5105.25,14345.25,9240.0
2014-07-04 17:00:00,12105,13488.0,1633.1426759471947,-1364.0,-130.0,13469.0,14703.0,16417.0,3459.0,5623.25,14345.25,8722.0
2014-07-04 17:30:00,11676,13562.8,1709.4838987249818,-429.0,935.0,12105.0,13469.0,14703.0,3276.0,6947.5,14345.25,7397.75
2014-07-04 18:00:00,15487,13868.8,1821.745920813318,3811.0,4240.0,11676.0,12105.0,13469.0,3595.0,7713.75,14899.0,7185.25
2014-07-04 18:30:00,15077,14345.2,1533.9026044700374,-410.0,-4221.0,15487.0,11676.0,12105.0,4240.0,8427.0,15179.5,6752.5
2014-07-04 19:00:00,14999,14893.0,444.76060976660654,-78.0,332.0,15077.0,15487.0,11676.0,4828.0,9454.0,15179.5,5725.5
2014-07-04 19:30:00,14487,14554.8,517.1858466740592,-512.0,-434.0,14999.0,15077.0,15487.0,4926.0,10700.75,15179.5,4478.75
2014-07-04 20:00:00,14415,14346.6,460.8820890422663,-72.0,440.0,14487.0,14999.0,15077.0,5165.0,11513.0,15179.5,3666.5
2014-07-04 20:30:00,13796,14151.0,291.0077318559827,-619.0,-547.0,14415.0,14487.0,14999.0,5776.0,11997.75,15179.5,3181.75
2014-07-04 21:00:00,14036,14372.2,717.7330283607988,240.0,859.0,13796.0,14415.0,14487.0,7338.0,12949.5,15179.5,2230.0
2014-07-04 21:30:00,14021,14807.0,1227.5664951439344,-15.0,-255.0,14036.0,13796.0,14415.0,7839.0,13409.5,15179.5,1770.0
2014-07-04 22:00:00,15593,15644.6,1702.2791486709702,1572.0,1587.0,14021.0,14036.0,13796.0,8623.0,13577.0,15508.75,1931.75
2014-07-04 22:30:00,16589,16444.4,1696.985209128224,996.0,-576.0,15593.0,14021.0,14036.0,9731.0,13706.0,15578.75,1872.75
2014-07-04 23:00:00,17984,17155.4,1048.699337274493,1395.0,399.0,16589.0,15593.0,14021.0,11024.0,13781.25,15799.0,2017.75
2014-07-04 23:30:00,18035,17274.6,839.7727668839706,51.0,-1344.0,17984.0,16589.0,15593.0,13231.0,13964.75,16456.5,2491.75
2014-07-05 00:00:00,17576,16845.0,1537.638936811877,-459.0,-510.0,18035.0,17984.0,16589.0,13613.0,14032.25,16578.5,2546.25
2014-07-05 00:30:00,16189,15755.2,2280.229856834604,-1387.0,-928.0,17576.0,18035.0,17984.0,13737.0,14178.5,16578.5,2400.0
2014-07-05 01:00:00,14441,14349.4,2658.6574243403306,-1748.0,-361.0,16189.0,17576.0,18035.0,15574.0,14178.5,16578.5,2400.0
2014-07-05 01:30:00,12535,12664.4,2769.9335371087805,-1906.0,-158.0,14441.0,16189.0,17576.0,14226.0,14032.25,16578.5,2546.25
2014-07-05 02:00:00,11006,11028.6,2576.409963495709,-1529.0,377.0,12535.0,14441.0,16189.0,18480.0,13964.75,16456.5,2491.75
2014-07-05 02:30:00,9151,9559.6,2212.612550809554,-1855.0,-326.0,11006.0,12535.0,14441.0,18265.0,13714.25,16246.0,2531.75
2014-07-05 03:00:00,8010,8334.0,1813.6993962616739,-1141.0,714.0,9151.0,11006.0,12535.0,16575.0,13235.5,15742.0,2506.5
2014-07-05 03:30:00,7096,7017.0,1778.8733794174223,-914.0,227.0,8010.0,9151.0,11006.0,16417.0,12427.5,15513.5,3086.0
2014-07-05 04:00:00,6407,5812.0,1998.9598545243373,-689.0,225.0,7096.0,8010.0,9151.0,14703.0,11997.75,15513.5,3515.75
2014-07-05 04:30:00,4421,4712.8,1999.2347786090456,-1986.0,-1297.0,6407.0,7096.0,8010.0,13469.0,11508.5,15513.5,4005.0
2014-07-05 05:00:00,3126,3803.6,1647.1640173340236,-1295.0,691.0,4421.0,6407.0,7096.0,12105.0,10542.25,15513.5,4971.25
2014-07-05 05:30:00,2514,3151.8,771.4435818645194,-612.0,683.0,3126.0,4421.0,6407.0,11676.0,8865.75,15513.5,6647.75
2014-07-05 06:00:00,2550,2999.2,476.821979359131,36.0,648.0,2514.0,3126.0,4421.0,15487.0,7781.5,15206.0,7424.5
2014-07-05 06:30:00,3148,3243.0,775.7808969032168,598.0,562.0,2550.0,2514.0,3126.0,15077.0,6923.75,15147.5,8223.75
2014-07-05 07:00:00,3658,3676.6,866.9745094291756,510.0,-88.0,3148.0,2550.0,2514.0,14999.0,5910.5,14763.5,8853.0
2014-07-05 07:30:00,4345,4416.2,1184.737186045901,687.0,177.0,3658.0,3148.0,2550.0,14487.0,4402.0,14729.0,10327.0
2014-07-05 08:00:00,4682,5277.4,1543.2092534714661,337.0,-350.0,4345.0,3658.0,3148.0,14415.0,4402.0,14729.0,10327.0
2014-07-05 08:30:00,6248,6347.8,1943.3891015439908,1566.0,1229.0,4682.0,4345.0,3658.0,13796.0,4402.0,14729.0,10327.0
